TOPIC,PROBLEM LINK,SOLUTION
Binary Search Trees,Merge two BST [ V.V.V>IMP ],"1. Problem Summary: The task is to merge two Binary Search Trees (BSTs) into a single BST that maintains all the properties of a BST. The resulting tree should contain all elements from both trees without any duplicates.

2. Approach: The optimal way to merge two BSTs involves first converting each BST into a sorted list using an in-order traversal, then merging these two sorted lists into one, and finally constructing a balanced BST from the merged list. The in-order traversal ensures that elements are accessed in a sorted manner. Merging two sorted lists is straightforward and efficient. Constructing a balanced BST from a sorted list can be done recursively by choosing the middle element as the root, which ensures minimal height for the BST.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

// Function to perform in-order traversal and store the result in a vector
void inorderTraversal(TreeNode* root, vector<int>& res) {
    if (!root) return;
    inorderTraversal(root->left, res);
    res.push_back(root->val);
    inorderTraversal(root->right, res);
}

// Function to merge two sorted vectors
vector<int> mergeSortedVectors(vector<int>& v1, vector<int>& v2) {
    vector<int> merged;
    int i = 0, j = 0;
    while (i < v1.size() && j < v2.size()) {
        if (v1[i] < v2[j]) merged.push_back(v1[i++]);
        else merged.push_back(v2[j++]);
    }
    while (i < v1.size()) merged.push_back(v1[i++]);
    while (j < v2.size()) merged.push_back(v2[j++]);
    return merged;
}

// Function to construct a balanced BST from sorted array
TreeNode* sortedArrayToBST(vector<int>& nums, int start, int end) {
    if (start > end) return nullptr;
    int mid = start + (end - start) / 2;
    TreeNode* node = new TreeNode(nums[mid]);
    node->left = sortedArrayToBST(nums, start, mid - 1);
    node->right = sortedArrayToBST(nums, mid + 1, end);
    return node;
}

// Main function to merge two BSTs
TreeNode* mergeBSTs(TreeNode* root1, TreeNode* root2) {
    vector<int> list1, list2;
    inorderTraversal(root1, list1);
    inorderTraversal(root2, list2);
    vector<int> mergedList = mergeSortedVectors(list1, list2);
    return sortedArrayToBST(mergedList, 0, mergedList.size() - 1);
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n + m) where n and m are the sizes of the two BSTs, mainly due to the traversal and merging process. The space complexity is also O(n + m) due to the storage needed for the lists and the recursive stack for tree construction."
Binary Search Trees,Find Kth largest element in a BST,"1. Problem Summary:
   The task is to find the kth largest element in a Binary Search Tree (BST). In a BST, elements are stored such that for any given node, the values in the left subtree are less than the node's value, and values in the right subtree are greater.

2. Approach:
   The optimal way to find the kth largest element is by performing a reverse in-order traversal (visit right, root, left). This traversal method ensures that elements are visited in a descending order. We can maintain a count during the traversal, decrementing it each time we visit a node. When the count reaches zero, we've found our kth largest element. This method leverages the properties of the BST efficiently without needing to store additional elements or altering the tree structure.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   struct TreeNode {
       int val;
       TreeNode *left, *right;
       TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
   };

   int kthLargest(TreeNode* root, int &k) {
       if (root == nullptr) return -1; // Base case

       // Search in right subtree
       int right = kthLargest(root->right, k);
       if (k == 0) return right; // If kth largest is already found

       // Decrement k for the current node
       k--;
       if (k == 0) return root->val; // If current node is the kth largest

       // Search in left subtree
       return kthLargest(root->left, k);
   }

   int findKthLargest(TreeNode* root, int k) {
       return kthLargest(root, k);
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity is O(n) in the worst case and O(h + k) in the average case, where n is the number of nodes and h is the height of the tree. The space complexity is O(h) due to recursion stack, which is the tree's height."
Binary Search Trees,Find Kth smallest element in a BST,"1. Problem Summary: The task is to find the kth smallest element in a Binary Search Tree (BST). A BST is a tree data structure where each node has at most two children, and for any given node, the left subtree has values less than the node, and the right subtree has values greater than the node.

2. Approach: The optimal method leverages the in-order traversal of the BST, which visits the nodes in ascending order. By performing an in-order traversal, we can count nodes until we reach the kth smallest. This can be achieved either iteratively or recursively. The iterative approach is often preferred in interviews as it avoids potential stack overflow issues with recursion on large trees and explicitly illustrates the traversal process. We use a stack to manage the nodes during the traversal, pushing all left children onto the stack, then processing nodes while decrementing our count k until it reaches zero, indicating we've found our kth smallest element.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int kthSmallest(TreeNode* root, int k) {
    stack<TreeNode*> stk;
    TreeNode* node = root;

    while (true) {
        // Reach the left most Node of the current Node
        while (node != nullptr) {
            stk.push(node);
            node = node->left;
        }
        
        // Current must be nullptr at this point
        node = stk.top();
        stk.pop();
        k--;
        if (k == 0) return node->val;
        
        // We have visited the node and its left subtree. Now, it's right subtree's turn
        node = node->right;
    }
}
```

4. Time Complexity and Space Complexity: The time complexity is O(H + k), where H is the height of the tree, since in the worst case we might have to go down to the deepest node. The space complexity is O(H) due to the stack used for the iterative traversal."
Binary Search Trees,"Count pairs from 2 BST whose sum is equal to given value ""X""","1. Problem Summary: 
   The problem involves finding the number of pairs (one element from each tree) from two Binary Search Trees (BSTs) such that their sum equals a given value ""X"". Each tree contains unique values.

2. Approach: 
   Utilize the two-pointer technique adapted for two BSTs. Traverse one BST in inorder (which gives elements in ascending order) and the other in reverse inorder (giving elements in descending order). Use two pointers, one starting at the smallest value (beginning of inorder traversal) and the other at the largest value (beginning of reverse inorder traversal). Move the pointers conditionally: if the sum of the two pointed values is less than X, move the inorder pointer to the next larger value; if the sum is more, move the reverse inorder pointer to the next smaller value. This method efficiently finds pairs that sum up to X by exploiting the sorted nature of BST traversals.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

void inorderTraversal(TreeNode* root, vector<int>& arr) {
    if (root == nullptr) return;
    inorderTraversal(root->left, arr);
    arr.push_back(root->val);
    inorderTraversal(root->right, arr);
}

void reverseInorderTraversal(TreeNode* root, vector<int>& arr) {
    if (root == nullptr) return;
    reverseInorderTraversal(root->right, arr);
    arr.push_back(root->val);
    reverseInorderTraversal(root->left, arr);
}

int countPairs(TreeNode* root1, TreeNode* root2, int X) {
    vector<int> arr1, arr2;
    inorderTraversal(root1, arr1);
    reverseInorderTraversal(root2, arr2);
    
    int i = 0, j = 0, count = 0;
    while (i < arr1.size() && j < arr2.size()) {
        int sum = arr1[i] + arr2[j];
        if (sum == X) {
            count++;
            i++;
            j++;
        } else if (sum < X) {
            i++;
        } else {
            j++;
        }
    }
    return count;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(n + m) where n and m are the number of nodes in the two BSTs respectively, due to the traversal and pair counting steps. The space complexity is O(n + m) for storing the traversal results."
Binary Search Trees,Find the median of BST in O(n) time and O(1) space,"1. Problem Summary: The task is to find the median of the values in a Binary Search Tree (BST) given that the tree's values are sorted in an in-order traversal. The challenge is to achieve this in O(n) time complexity while using O(1) space complexity.

2. Approach: The solution involves performing an in-order traversal of the BST, which inherently accesses the nodes in a sorted order. To find the median, we need to count the total number of nodes (n) first by a simple in-order traversal. Then, perform another in-order traversal to locate the middle element(s). If n is odd, the median is the middle element; if even, it's the average of the two middle elements. We can achieve this with two pointers, one slow and one fast, where the fast pointer moves twice as fast as the slow, effectively finding the middle of the list in a single pass after knowing the count.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Node {
    int data;
    Node* left;
    Node* right;
};

int countNodes(Node* root) {
    if (!root) return 0;
    return 1 + countNodes(root->left) + countNodes(root->right);
}

void findMedian(Node* root, int &count, int &currentCount, double &median, Node* &prev) {
    if (!root) return;
    findMedian(root->left, count, currentCount, median, prev);
    if (prev && (count % 2 == 0) && currentCount == (count / 2)) {
        median = (prev->data + root->data) / 2.0;
    } else if (!prev && (count % 2 != 0) && currentCount == (count / 2 + 1)) {
        median = root->data;
    }
    prev = root;
    currentCount++;
    findMedian(root->right, count, currentCount, median, prev);
}

double getMedian(Node* root) {
    int count = countNodes(root);
    double median = 0;
    int currentCount = 0;
    Node* prev = nullptr;
    findMedian(root, count, currentCount, median, prev);
    return median;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) as each node is visited exactly twice (once for counting and once for finding the median), and the space complexity is O(1) excluding the stack space used for recursion."
Binary Search Trees,Count BST ndoes that lie in a given range,"1. Problem Summary: The problem requires counting the number of nodes in a Binary Search Tree (BST) that lie within a specified range [L, R]. Each node in the BST has an integer value, and the BST properties must be maintained.

2. Approach: Utilize the properties of the BST, where left children are less than the node value and right children are greater. Start from the root and recursively check each node. If the node's value is within the range [L, R], include it in the count. If the value is greater than L, explore the left subtree; if it is less than R, explore the right subtree. This method avoids unnecessary traversal of nodes that cannot possibly fall within the specified range, optimizing the search process.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

struct Node {
    int data;
    Node* left;
    Node* right;
};

int countBSTNodesInRange(Node* node, int L, int R) {
    if (node == nullptr) return 0;

    // Node's data falls within the range
    if (node->data >= L && node->data <= R)
        return 1 + countBSTNodesInRange(node->left, L, R) + countBSTNodesInRange(node->right, L, R);

    // Node's data is less than the lower bound of the range
    else if (node->data < L)
        return countBSTNodesInRange(node->right, L, R);

    // Node's data is greater than the upper bound of the range
    else
        return countBSTNodesInRange(node->left, L, R);
}

```

4. Time Complexity and Space Complexity: The time complexity is O(n) in the worst case and O(h + k) in the average case, where n is the number of nodes, h is the height of the tree, and k is the number of nodes within the range. The space complexity is O(h) due to recursion stack, where h is the height of the tree."
Binary Search Trees,Replace every element with the least greater element on its right,"1. Problem Summary: The task is to replace each element in an array with the smallest element greater than it, located to its right side. If no such element exists, replace it with -1. This must be done for all elements in the array.

2. Approach: The optimal way to solve this problem is by using a Binary Search Tree (BST) while iterating the array from right to left. For each element, we insert it into the BST and simultaneously search for the smallest element in the BST that is greater than the current element. This can be efficiently found using the successor in BST logic. By processing from right to left, we ensure that the BST always contains elements that are to the right of the current element in the array, allowing us to find the least greater element on the right efficiently.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Node {
    int key;
    Node *left, *right;
    Node(int x) : key(x), left(NULL), right(NULL) {}
};

void insertAndReplace(int num, Node*& root, int& succ) {
    if (root == NULL) {
        root = new Node(num);
        return;
    }
    if (num < root->key) {
        succ = root->key;
        insertAndReplace(num, root->left, succ);
    } else {
        insertAndReplace(num, root->right, succ);
    }
}

vector<int> replaceWithLeastGreater(vector<int>& arr) {
    vector<int> result(arr.size());
    Node* root = NULL;
    for (int i = arr.size() - 1; i >= 0; --i) {
        int succ = -1;
        insertAndReplace(arr[i], root, succ);
        result[i] = succ;
    }
    return result;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n log n) on average, where n is the number of elements in the array, assuming the BST is balanced. The space complexity is O(n) due to the storage of n elements in the BST."
Binary Search Trees,"Given ""n"" appointments, find the conflicting appointments","1. Problem Summary: 
   The challenge is to identify overlapping appointments from a list of ""n"" appointments. Each appointment has a start time and an end time, and an appointment conflicts with another if their time intervals overlap.

2. Approach: 
   To solve this problem, we can utilize a Binary Search Tree (BST) to efficiently track and compare the appointments. Start by sorting the appointments based on their start times. For each appointment, insert it into the BST. While inserting, compare the current appointment with the BST nodes to check for overlaps. Specifically, for each node, check if the current appointment starts before the node's end time and ends after the node's start time. If such a node is found, a conflict is detected. This approach leverages the BST's ordered structure to quickly locate potential overlapping intervals.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Appointment {
    int start, end;
};

struct Node {
    Appointment key;
    Node *left, *right;
};

Node* newNode(Appointment key) {
    Node* temp = new Node;
    temp->key = key;
    temp->left = temp->right = nullptr;
    return temp;
}

Node* insert(Node* root, Appointment key, bool &conflict) {
    if (root == nullptr) return newNode(key);

    // Check for conflict
    if (key.start < root->key.end && key.end > root->key.start)
        conflict = true;

    if (key.start < root->key.start)
        root->left = insert(root->left, key, conflict);
    else
        root->right = insert(root->right, key, conflict);

    return root;
}

void findConflicts(vector<Appointment> appointments) {
    sort(appointments.begin(), appointments.end(), [](const Appointment &a, const Appointment &b) {
        return a.start < b.start;
    });

    Node* root = nullptr;
    bool conflict = false;
    for (auto &app : appointments) {
        insert(root, app, conflict);
        if (conflict) {
            cout << ""Conflict found: ("" << app.start << "", "" << app.end << "")"" << endl;
            conflict = false; // Reset for next appointment
        }
    }
}

int main() {
    vector<Appointment> appointments = {{1, 5}, {3, 7}, {2, 6}, {10, 15}, {5, 6}, {4, 100}};
    findConflicts(appointments);
    return 0;
}
```

4. Time Complexity and Space Complexity: 
   The time complexity is O(n log n) due to sorting and BST operations, and space complexity is O(n) for storing the BST nodes."
Binary Search Trees,Check preorder is valid or not,"1. Problem Summary: 
The problem is to determine if a given array can represent the preorder traversal of a binary search tree (BST). Each element in the array should satisfy the constraints of BST properties when attempted to be reconstructed into a tree.

2. Approach: 
The optimal approach uses a stack to simulate the insertion process of a BST. As we iterate through the array, we use a variable `lower_bound` to keep track of the lower bound that the next nodes must satisfy to be a valid BST. For each element, if it's less than `lower_bound`, the array cannot be a preorder of a BST. If an element is greater than the stack's top, it means we are moving to the right subtree, and we update the `lower_bound` to the popped value from the stack until the top of the stack is greater than the current element or the stack is empty. This helps in validating whether the upcoming elements can indeed be the right children in a BST.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool isValidPreorder(vector<int>& preorder) {
    stack<int> stk;
    int lower_bound = INT_MIN;

    for (int value : preorder) {
        if (value < lower_bound) return false;
        
        while (!stk.empty() && stk.top() < value) {
            lower_bound = stk.top();
            stk.pop();
        }
        
        stk.push(value);
    }
    return true;
}
```

4. Time Complexity and Space Complexity:
The time complexity is O(n) due to the single pass through the array, and the space complexity is O(n) in the worst case, where n is the number of elements in the array."
Binary Search Trees,Check whether BST contains Dead end,"1. Problem Summary: The task is to determine if a given Binary Search Tree (BST) contains any dead end, where a dead end is defined as a situation where a node value has no possible future values to be inserted in the tree.

2. Approach: The solution involves doing an in-order traversal of the BST and collecting all node values in a set for quick lookup. Additionally, while traversing, check if any node value `x` has both its immediate predecessor and successor values (`x-1` and `x+1`) in the set, indicating no further values can be inserted between them, thus forming a dead end. To handle edge cases such as the smallest and largest values in the BST, consider the range of values [1, INT_MAX] for possible node values in a BST. Start by checking if the smallest value minus one or the largest value plus one exists, which can't happen, hence might suggest a potential dead end.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Node {
    int data;
    Node *left, *right;
};

bool checkDeadEnd(Node* root) {
    if (!root) return false;
    unordered_set<int> nodes;
    unordered_set<int> leaves;
    stack<Node*> s;
    Node* curr = root;

    while (curr != nullptr || !s.empty()) {
        while (curr != nullptr) {
            s.push(curr);
            curr = curr->left;
        }
        curr = s.top();
        s.pop();

        // If it's a leaf node
        if (!curr->left && !curr->right) {
            leaves.insert(curr->data);
        }
        nodes.insert(curr->data);
        curr = curr->right;
    }

    for (int leaf : leaves) {
        if (nodes.count(leaf + 1) && nodes.count(leaf - 1)) {
            return true;
        }
    }
    return false;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) due to the in-order traversal, and the space complexity is also O(n) for storing node values and leaves in sets."
