TOPIC,PROBLEM LINK,SOLUTION
Graph,word Ladder ,"1. Problem Summary: The Word Ladder problem involves finding the shortest transformation sequence from a start word to an end word by changing only one letter at a time, with each intermediate word being a valid word in a given dictionary.

2. Approach: The optimal approach uses a Breadth-First Search (BFS) algorithm. Start by adding the beginWord to a queue along with a step count. For each word, iterate over its length and for each character position, try replacing it with every letter from 'a' to 'z'. If the new word is in the word list and hasn't been visited, add it to the queue. To optimize, use a bidirectional BFS, starting one BFS from the beginWord and another from the endWord, and meet in the middle. This significantly reduces the number of levels to explore.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int ladderLength(string beginWord, string endWord, vector<string>& wordList) {
    unordered_set<string> dict(wordList.begin(), wordList.end());
    if (dict.find(endWord) == dict.end()) return 0;
    
    queue<string> q;
    q.push(beginWord);
    int ladderLength = 1;

    while (!q.empty()) {
        int levelSize = q.size();
        for (int i = 0; i < levelSize; i++) {
            string word = q.front(); q.pop();
            if (word == endWord) return ladderLength;
            dict.erase(word);
            for (int pos = 0; pos < word.size(); pos++) {
                char originalChar = word[pos];
                for (char c = 'a'; c <= 'z'; c++) {
                    word[pos] = c;
                    if (dict.find(word) != dict.end()) {
                        q.push(word);
                        dict.erase(word);
                    }
                }
                word[pos] = originalChar;
            }
        }
        ladderLength++;
    }
    return 0;
}
```

4. Time Complexity and Space Complexity: Time complexity is O(N * L * 26), where N is the number of words in the dictionary and L is the length of each word. Space complexity is O(N), used for the queue and the dictionary set."
Graph,Dijkstra algo,"1. Problem Summary:  
   Dijkstra's algorithm is used to find the shortest paths from a source vertex to all other vertices in a weighted graph with non-negative edge weights.

2. Approach:  
   Dijkstra's algorithm uses a priority queue to greedily select the nearest vertex not yet processed, minimizing the distances iteratively. It starts by initializing the distance to the source node as zero and all other distances as infinity. In each step, the vertex with the smallest distance is extracted from the priority queue, and its adjacent nodes are updated if a shorter path through this vertex is found. This update potentially decreases the distance to these adjacent nodes, and they are reinserted into the priority queue with their new distances. This process repeats until all vertices are processed or the priority queue is empty.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   void dijkstra(vector<vector<pair<int, int>>>& graph, int src, vector<int>& dist) {
       int n = graph.size();
       dist.assign(n, INT_MAX);
       priority_queue<pair<int, int>, vector<pair<int, int>>, greater<pair<int, int>>> pq;

       dist[src] = 0;
       pq.push({0, src});

       while (!pq.empty()) {
           int u = pq.top().second;
           int d = pq.top().first;
           pq.pop();

           if (d > dist[u]) continue;

           for (auto& edge : graph[u]) {
               int v = edge.first, weight = edge.second;
               if (dist[u] + weight < dist[v]) {
                   dist[v] = dist[u] + weight;
                   pq.push({dist[v], v});
               }
           }
       }
   }
   ```

4. Time Complexity and Space Complexity:  
   The time complexity is O((V+E) log V) and the space complexity is O(V + E), where V is the number of vertices and E is the number of edges in the graph."
Graph,Implement Topological Sort ,"1. Problem Summary:  
   Topological sorting of a directed graph is a linear ordering of its vertices such that for every directed edge UV from vertex U to vertex V, U comes before V in the ordering. This problem is applicable in scenarios where there is a need to determine the sequence of tasks or events.

2. Approach:  
   The optimal algorithm for topological sorting uses Depth First Search (DFS) or Kahn's algorithm. Here, we'll focus on Kahn's algorithm due to its intuitive approach using in-degree concept. In Kahn's algorithm, you first calculate the in-degree (number of incoming edges) for each vertex. Start with all vertices with in-degree of 0 (no dependencies), and add them to a queue. While the queue is not empty, remove a vertex, add it to the topological sort order, and reduce the in-degree of its neighbors. If any neighbor's in-degree becomes 0, add it to the queue. Continue until all vertices are processed or the queue is empty.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

vector<int> topologicalSort(vector<vector<int>>& graph, int numVertices) {
    vector<int> inDegree(numVertices, 0);
    vector<int> topoOrder;
    queue<int> q;

    // Calculate in-degrees
    for (int u = 0; u < numVertices; ++u) {
        for (int v : graph[u]) {
            inDegree[v]++;
        }
    }

    // Enqueue all vertices with in-degree 0
    for (int i = 0; i < numVertices; ++i) {
        if (inDegree[i] == 0) q.push(i);
    }

    while (!q.empty()) {
        int u = q.front();
        q.pop();
        topoOrder.push_back(u);
        // Process all adjacent vertices
        for (int v : graph[u]) {
            if (--inDegree[v] == 0) {
                q.push(v);
            }
        }
    }

    if (topoOrder.size() != numVertices) {
        throw runtime_error(""There exists a cycle in the graph"");
    }

    return topoOrder;
}
```

4. Time Complexity and Space Complexity:  
   The time complexity is O(V + E) where V is the number of vertices and E is the number of edges, as each vertex and edge is processed once. The space complexity is O(V) due to the storage of in-degrees, queue, and the topological order list."
Graph,Minimum time taken by each job to be completed given by a Directed Acyclic Graph,"1. Problem Summary: The problem is to determine the minimum time required for each job to be completed where jobs are represented as nodes in a Directed Acyclic Graph (DAG), and edges indicate dependencies between jobs. Each job can only start once all its prerequisites are completed.

2. Approach: The optimal algorithm uses a topological sorting combined with a dynamic programming approach. First, perform a topological sort on the DAG to determine the order in which jobs should be processed. This ensures that all prerequisites of a job are processed before the job itself. For each node processed in topological order, calculate the maximum time taken for its prerequisites and add the time required for the current job. This can be efficiently done using an array where each index corresponds to a job and stores the maximum time required to complete that job up to that point.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

vector<int> minCompletionTime(vector<vector<int>>& graph, vector<int>& jobTimes) {
    int n = graph.size();
    vector<int> inDegree(n, 0), minTime(n, 0);
    queue<int> q;

    // Calculate in-degrees
    for (int i = 0; i < n; ++i) {
        for (int adj : graph[i]) {
            inDegree[adj]++;
        }
    }

    // Initialize queue with jobs having no prerequisites
    for (int i = 0; i < n; ++i) {
        if (inDegree[i] == 0) {
            q.push(i);
            minTime[i] = jobTimes[i];
        }
    }

    // Process jobs in topological order
    while (!q.empty()) {
        int job = q.front();
        q.pop();
        for (int adj : graph[job]) {
            minTime[adj] = max(minTime[adj], minTime[job] + jobTimes[adj]);
            if (--inDegree[adj] == 0) {
                q.push(adj);
            }
        }
    }

    return minTime;
}
```

4. Time Complexity and Space Complexity: The algorithm runs in O(V + E) time and uses O(V) space, where V is the number of vertices (jobs) and E is the number of edges (dependencies) in the graph."
Graph,Find whether it is possible to finish all tasks or not from given dependencies,"1. Problem Summary:
   Determine if all tasks can be completed given a set of dependencies between tasks. This is essentially checking for a cycle in a directed graph where nodes represent tasks and edges represent dependencies.

2. Approach:
   To solve this problem, use a graph traversal technique called Topological Sorting which is applicable to directed acyclic graphs (DAGs). Represent the tasks as nodes and dependencies as directed edges in a graph. Use Depth First Search (DFS) to detect cycles in the graph. A cycle would mean it's impossible to complete all tasks. Specifically, maintain two sets of visited nodes: one for all visited nodes and another for nodes in the current recursive stack. If a node visited in the current recursive call is visited again, a cycle exists. If no cycles are found, all tasks can be completed.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool hasCycle(int node, vector<int> adj[], vector<bool>& visited, vector<bool>& recStack) {
    if (!visited[node]) {
        visited[node] = true;
        recStack[node] = true;
        for (int neighbor : adj[node]) {
            if (!visited[neighbor] && hasCycle(neighbor, adj, visited, recStack))
                return true;
            else if (recStack[neighbor])
                return true;
        }
    }
    recStack[node] = false;
    return false;
}

bool canFinishTasks(int numTasks, vector<pair<int, int>>& dependencies) {
    vector<int> adj[numTasks];
    vector<bool> visited(numTasks, false);
    vector<bool> recStack(numTasks, false);
    
    for (auto& dep : dependencies) {
        adj[dep.second].push_back(dep.first);
    }

    for (int i = 0; i < numTasks; i++) {
        if (!visited[i] && hasCycle(i, adj, visited, recStack))
            return false;
    }
    return true;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(V + E) where V is the number of tasks and E is the number of dependencies, due to the DFS traversal. The space complexity is also O(V + E) to store the graph and recursion stack."
Graph,Find the no. of Isalnds,"1. Problem Summary: The problem ""Find the Number of Islands"" involves determining how many distinct islands are present in a given 2D grid, where '1' represents land and '0' represents water. Each piece of land connected vertically or horizontally (not diagonally) forms part of an island.

2. Approach: The optimal way to solve this problem is by using Depth-First Search (DFS). Traverse each cell in the grid, and when a land cell ('1') is found, initiate a DFS from that cell to mark all connected land cells as visited. This process counts as finding one island. The DFS will explore all neighboring cells (up, down, left, right) that are part of the same island and mark them as visited by setting them to '0' or using a visited matrix. Continue this process for all cells in the grid. This method intuitively groups and counts all connected components of land as separate islands.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void dfs(vector<vector<char>>& grid, int x, int y) {
    int n = grid.size();
    int m = grid[0].size();
    if (x < 0 || x >= n || y < 0 || y >= m || grid[x][y] == '0') return;
    grid[x][y] = '0'; // Mark as visited by sinking the island
    dfs(grid, x + 1, y); // Down
    dfs(grid, x - 1, y); // Up
    dfs(grid, x, y + 1); // Right
    dfs(grid, x, y - 1); // Left
}

int numIslands(vector<vector<char>>& grid) {
    int count = 0;
    for (int i = 0; i < grid.size(); i++) {
        for (int j = 0; j < grid[0].size(); j++) {
            if (grid[i][j] == '1') {
                dfs(grid, i, j);
                count++; // Found an island
            }
        }
    }
    return count;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(M*N) where M is the number of rows and N is the number of columns in the grid, as each cell is visited once. The space complexity is O(M*N) in the worst case due to the recursion stack during the DFS."
Graph,"Given a sorted Dictionary of an Alien Language, find order of characters","1. Problem Summary: Given a list of words sorted lexicographically according to the rules of an alien language, the task is to deduce and return the correct order of characters in that language.

2. Approach: The problem can be solved using graph theory, specifically topological sorting of a directed graph. First, compare adjacent words to determine the ordering of characters and construct a directed graph where an edge from node `u` to node `v` implies `u` comes before `v` in the alien language. Use a hash map to keep track of the adjacency list and another hash map to count the in-degrees (number of incoming edges) for each character. Implement a queue to perform a topological sort starting from nodes (characters) with zero in-degree, appending these characters to the result. If at any point the queue is empty but there are still characters with non-zero in-degrees, a cycle exists, and the order is invalid.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

string alienOrder(vector<string>& words) {
    unordered_map<char, unordered_set<char>> adj;
    unordered_map<char, int> inDegree;
    queue<char> q;
    string order;

    // Initialize in-degree of all characters to 0
    for (auto word : words) {
        for (char c : word)
            inDegree[c] = 0;
    }

    // Build graph
    for (int i = 0; i < words.size() - 1; ++i) {
        string word1 = words[i], word2 = words[i + 1];
        bool found = false;
        for (int j = 0; j < min(word1.length(), word2.length()); ++j) {
            char parent = word1[j], child = word2[j];
            if (parent != child) {
                if (adj[parent].insert(child).second) {
                    inDegree[child]++;
                }
                found = true;
                break;
            }
        }
        if (!found && word1.length() > word2.length())
            return """";
    }

    // Queue characters with in-degree of 0
    for (auto entry : inDegree) {
        if (entry.second == 0)
            q.push(entry.first);
    }

    // Topological Sort
    while (!q.empty()) {
        char current = q.front(); q.pop();
        order += current;
        for (char neighbor : adj[current]) {
            inDegree[neighbor]--;
            if (inDegree[neighbor] == 0)
                q.push(neighbor);
        }
    }

    if (order.length() != inDegree.size()) return """"; // Cycle detected
    return order;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(C), where C is the total length of all the words in the dictionary, as we process each character at most twice. The space complexity is O(1) or O(U + min(U^2, E)), where U is the total unique characters and E is the total edges in the graph, since the input size is fixed by the character set of the language."
Graph,Implement Kruksal’sAlgorithm,"1. Problem Summary: Kruskal’s Algorithm is used to find the Minimum Spanning Tree (MST) of a weighted graph. It ensures the lowest total edge weight for connecting all vertices without forming any cycles.

2. Approach: Kruskal's algorithm operates by sorting all the edges of the graph in ascending order based on their weights. It then iteratively adds the shortest edge to the MST, provided it does not form a cycle with the already included edges. This check for cycles is efficiently managed using a union-find (disjoint-set) data structure. The algorithm continues adding edges until the MST has `V-1` edges, where `V` is the number of vertices in the graph. This approach leverages the greedy method, always choosing the least weight edge that doesn't close a cycle.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Edge {
    int u, v, weight;
    bool operator<(Edge const& other) {
        return weight < other.weight;
    }
};

vector<Edge> edges; // List of all edges
int n; // Number of vertices

int findSet(int v, vector<int>& parent) {
    if (v == parent[v])
        return v;
    return parent[v] = findSet(parent[v], parent);
}

void unionSets(int a, int b, vector<int>& parent, vector<int>& rank) {
    a = findSet(a, parent);
    b = findSet(b, parent);
    if (a != b) {
        if (rank[a] < rank[b])
            swap(a, b);
        parent[b] = a;
        if (rank[a] == rank[b])
            rank[a]++;
    }
}

vector<Edge> kruskal() {
    vector<int> parent(n), rank(n, 0);
    iota(parent.begin(), parent.end(), 0); // Set initial parent of each vertex to itself
    vector<Edge> result;

    sort(edges.begin(), edges.end()); // Sort edges by increasing weight

    for (Edge e : edges) {
        if (findSet(e.u, parent) != findSet(e.v, parent)) {
            result.push_back(e);
            unionSets(e.u, e.v, parent, rank);
        }
    }
    return result;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(E log E) due to sorting of edges and near-constant time operations of union-find, and space complexity is O(E + V), where E is the number of edges and V is the number of vertices."
Graph,Implement Prim’s Algorithm,"1. Problem Summary: Prim's algorithm is used to find the minimum spanning tree (MST) of a weighted, undirected graph. This algorithm builds the MST by adding edges one by one, starting from an arbitrary vertex.

2. Approach: Prim's algorithm operates by maintaining two sets of vertices: those included in the MST and those not yet included. Starting from an arbitrary vertex, the algorithm repeatedly selects the minimum weight edge connecting a vertex in the MST to a vertex outside the MST. It uses a priority queue to efficiently retrieve the next vertex with the smallest edge weight. Each time a vertex is added to the MST, you update the potential connecting edges (in the priority queue) from this vertex to other vertices that are not yet in the MST.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

void primsAlgorithm(vector<pair<int, int>> adj[], int V) {
    priority_queue<pair<int, int>, vector<pair<int, int>>, greater<pair<int, int>>> pq; // min-heap
    vector<int> key(V, INT_MAX); // Stores minimum weight of connecting edge
    vector<bool> inMST(V, false); // MST set
    vector<int> parent(V, -1); // Stores MST structure

    int start = 0; // Starting vertex
    pq.push({0, start}); // Weight, vertex
    key[start] = 0;

    while (!pq.empty()) {
        int u = pq.top().second;
        pq.pop();
        inMST[u] = true;

        for (auto it : adj[u]) {
            int v = it.first;
            int weight = it.second;
            if (!inMST[v] && weight < key[v]) {
                parent[v] = u;
                key[v] = weight;
                pq.push({key[v], v});
            }
        }
    }

    // To print the MST uncomment the following lines
    // for (int i = 1; i < V; ++i)
    //     cout << parent[i] << "" - "" << i << '\n';
}

int main() {
    int V, E;
    cin >> V >> E;
    vector<pair<int, int>> adj[V];
    for (int i = 0; i < E; ++i) {
        int u, v, w;
        cin >> u >> v >> w;
        adj[u].push_back({v, w});
        adj[v].push_back({u, w});
    }
    primsAlgorithm(adj, V);
    return 0;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(E log V) due to the use of a priority queue, and the space complexity is O(V) for storing the graph and auxiliary data structures."
Graph,Total no. of Spanning tree in a graph,"1. Problem Summary: The task is to find the total number of spanning trees that can be formed from a given undirected graph. A spanning tree is a subgraph that includes all the vertices of the original graph and is a tree.

2. Approach: To solve this problem, the Kirchhoff’s Matrix Tree Theorem is the most efficient method. This theorem uses the Laplacian matrix of the graph, which is derived from the degree matrix and the adjacency matrix. First, construct the degree matrix (a diagonal matrix where each diagonal element equals the degree of the corresponding vertex). Next, create the adjacency matrix (where each element at (i, j) is 1 if there is an edge between vertex i and vertex j, and 0 otherwise). The Laplacian matrix is then obtained by subtracting the adjacency matrix from the degree matrix. To find the number of spanning trees, compute the determinant of any cofactor of the Laplacian matrix (typically by deleting any row and corresponding column). Calculating the determinant provides the count of spanning trees.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int numberOfSpanningTrees(vector<vector<int>>& graph) {
    int n = graph.size();
    vector<vector<int>> laplacian(n, vector<int>(n, 0));

    // Build the Laplacian matrix
    for (int i = 0; i < n; ++i) {
        for (int j = 0; j < n; ++j) {
            if (i == j) {
                laplacian[i][j] = graph[i][j]; // degree of vertex i
            } else {
                laplacian[i][i] += graph[i][j]; // sum up degrees
                laplacian[i][j] -= graph[i][j]; // negative adjacency
            }
        }
    }

    // Function to calculate determinant of matrix (n-1)x(n-1)
    function<int(vector<vector<int>>&)> determinant = [&](vector<vector<int>>& mat) {
        int det = 0;
        if (mat.size() == 1) return mat[0][0];
        int sign = 1;
        for (int i = 0; i < mat.size(); ++i) {
            vector<vector<int>> submat(mat.size() - 1, vector<int>(mat.size() - 1));
            for (int m = 1; m < mat.size(); ++m) {
                int z = 0;
                for (int n = 0; n < mat.size(); ++n) {
                    if (n != i) {
                        submat[m - 1][z++] = mat[m][n];
                    }
                }
            }
            det += sign * mat[0][i] * determinant(submat);
            sign = -sign;
        }
        return det;
    };

    // Remove last row and column for cofactor
    laplacian.pop_back();
    for (auto& row : laplacian) row.pop_back();

    // Return the determinant of the (n-1)x(n-1) Laplacian matrix
    return determinant(laplacian);
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^4) due to the determinant calculation of an (n-1)x(n-1) matrix, and the space complexity is O(n^2) for storing the Laplacian matrix."
Graph,Implement Bellman Ford Algorithm,"1. Problem Summary: The Bellman Ford algorithm is used to find the shortest path from a single source vertex to all other vertices in a graph, which may include negative weight edges. It can also detect negative weight cycles in the graph.

2. Approach: The Bellman Ford algorithm works by iteratively relaxing all the edges in the graph. Initially, the distance to the source vertex is set to zero, while all other vertices are set to infinity. For each vertex, the algorithm relaxes edges up to (V-1) times where V is the number of vertices. Relaxing an edge involves checking if a shorter path to a vertex can be found by going through an adjacent vertex and, if so, updating the shortest path estimate. After V-1 iterations, a final check on all edges is performed to detect any negative weight cycles, which exist if a shorter path can still be found.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void BellmanFord(vector<vector<int>>& edges, int V, int src) {
    vector<int> dist(V, INT_MAX);
    dist[src] = 0;

    // Relax all edges V-1 times
    for (int i = 1; i < V; ++i) {
        for (auto& edge : edges) {
            int u = edge[0], v = edge[1], weight = edge[2];
            if (dist[u] != INT_MAX && dist[u] + weight < dist[v]) {
                dist[v] = dist[u] + weight;
            }
        }
    }

    // Check for negative-weight cycles
    for (auto& edge : edges) {
        int u = edge[0], v = edge[1], weight = edge[2];
        if (dist[u] != INT_MAX && dist[u] + weight < dist[v]) {
            cout << ""Graph contains negative weight cycle"" << endl;
            return;
        }
    }

    // Printing the shortest distances
    for (int i = 0; i < V; ++i) {
        cout << ""Vertex "" << i << "" Distance from Source: "" << dist[i] << endl;
    }
}
```

4. Time Complexity and Space Complexity: The time complexity is O(VE) where V is the number of vertices and E is the number of edges. The space complexity is O(V) for storing distances."
Graph,Implement Floyd warshallAlgorithm,"1. Problem Summary: Floyd-Warshall Algorithm is used to find the shortest paths between all pairs of vertices in a weighted graph, which can include negative weights but no negative cycles.

2. Approach: The Floyd-Warshall algorithm utilizes dynamic programming to gradually build up solutions for shorter paths to solutions for longer paths by considering all vertices as intermediate points. The algorithm works in three nested loops: the outer loop iterates through each node considering it as an intermediate point, and the two inner loops try to find the shortest path between every pair of vertices through the intermediate node. Intuitively, it checks if a detour through an intermediate vertex offers a shorter path between any two vertices. By the end of the iterations, the algorithm provides the shortest distance for all pairs and can be easily memorized and implemented using a simple 3-level nested loop structure.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void floydWarshall(vector<vector<int>>& dist, int V) {
    for (int k = 0; k < V; k++) { // Consider each vertex as an intermediate vertex
        for (int i = 0; i < V; i++) { // Iterate over all source vertices
            for (int j = 0; j < V; j++) { // Iterate over all destination vertices
                if (dist[i][k] != INT_MAX && dist[k][j] != INT_MAX && dist[i][k] + dist[k][j] < dist[i][j]) {
                    dist[i][j] = dist[i][k] + dist[k][j]; // Update the shortest path
                }
            }
        }
    }
}
```

4. Time Complexity and Space Complexity: The time complexity of the Floyd-Warshall algorithm is O(V^3) and the space complexity is O(V^2), where V is the number of vertices in the graph."
Graph,Travelling Salesman Problem,"1. Problem Summary: The Travelling Salesman Problem (TSP) involves finding the shortest possible route that visits each city exactly once and returns to the origin city. It is a classic example of a combinatorial optimization problem and is known for its NP-hardness.

2. Approach: The optimal approach to solve TSP is using Dynamic Programming with the Held-Karp algorithm. This algorithm uses a bitmask to represent subsets of visited cities, and a 2D array to store the minimum cost to reach each subset of cities ending at each city. The idea is to build up solutions for smaller subsets and use them to solve larger subsets. Start with the base case where only the starting city is visited. Then, for each subset of cities and each endpoint, calculate the minimum tour cost using previously computed values for smaller subsets.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int tsp(vector<vector<int>>& dist) {
    int n = dist.size();
    vector<vector<int>> dp(1 << n, vector<int>(n, INT_MAX));
    dp[1][0] = 0; // Start at city 0

    for (int mask = 1; mask < (1 << n); mask += 2) { // iterate over all subsets starting from city 0
        for (int i = 1; i < n; i++) {
            if (mask & (1 << i)) { // if city i is in the subset
                for (int j = 0; j < n; j++) { // previous city
                    if (mask & (1 << j) && j != i) {
                        dp[mask][i] = min(dp[mask][i], dp[mask ^ (1 << i)][j] + dist[j][i]);
                    }
                }
            }
        }
    }

    int ans = INT_MAX;
    for (int i = 1; i < n; i++) {
        ans = min(ans, dp[(1 << n) - 1][i] + dist[i][0]); // Return to start city
    }
    return ans;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2 * 2^n) and the space complexity is O(n * 2^n), where n is the number of cities."
Graph,Graph ColouringProblem,"1. Problem Summary: In the Graph Colouring Problem, the objective is to assign colors to the vertices of a graph such that no two adjacent vertices share the same color. The challenge is often to do this using the minimum number of colors.

2. Approach: The optimal solution often pursued is the Greedy Coloring Algorithm. This algorithm processes vertices one by one in a specific order (like the order of their indices or based on a heuristic such as degree of nodes). For each vertex, it looks at the colors of its adjacent vertices and assigns the smallest available color that hasn't been used by its neighbors. This approach is intuitive as it mimics the process of filling a map with different colors ensuring adjacent regions don’t share the same color, and it's easy to remember as you're essentially just picking the first available color during each step.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void graphColoring(vector<int> adj[], int V) {
    vector<int> result(V, -1); // Stores color of each vertex, initialized to -1
    result[0] = 0; // Assign the first color to the first vertex
    vector<bool> available(V, true); // True if color is available

    for (int u = 1; u < V; u++) {
        // Mark colors of adjacent vertices as unavailable
        for (int i : adj[u]) {
            if (result[i] != -1) {
                available[result[i]] = false;
            }
        }

        // Find the first available color
        int cr;
        for (cr = 0; cr < V; cr++) {
            if (available[cr]) break;
        }

        result[u] = cr; // Assign the found color

        // Reset the values back to true for the next iteration
        for (int i : adj[u]) {
            if (result[i] != -1) {
                available[result[i]] = true;
            }
        }
    }

    // Printing the result
    for (int u = 0; u < V; u++)
        cout << ""Vertex "" << u << "" ---> Color "" << result[u] << endl;
}
```

4. Time Complexity and Space Complexity: The time complexity of this algorithm is O(V^2) where V is the number of vertices, assuming adjacency list representation of the graph. The space complexity is O(V), needed for storing colors and availability."
Graph,Snake and Ladders Problem,"1. Problem Summary:  
   The Snake and Ladders problem involves finding the minimum number of dice throws required to move from the start (square 1) to the end (square 100) on a game board with snakes and ladders, where each snake or ladder connects two specific squares.

2. Approach:  
   The optimal approach to solve this problem is by using a Breadth-First Search (BFS) algorithm, treating the board as a graph where each square is a node and each dice roll represents an edge connecting nodes. Start from node 1 and explore all possible outcomes of a dice throw (1 to 6), adjusting the position based on any snakes or ladders encountered. Use a queue to manage the nodes to explore, and a map or array to record the minimum number of moves to reach each node. The BFS ensures that once a node is reached, it's done so using the minimum number of moves.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   int minThrows(vector<int>& board, int N) {
       vector<int> visited(N, 0);
       queue<pair<int, int>> q;  // pair<board position, dice throws>
       q.push({1, 0});  // start from square 1 with 0 throws
       visited[1] = 1;

       while (!q.empty()) {
           auto front = q.front();
           int pos = front.first;
           int throws = front.second;
           q.pop();

           if (pos == N) return throws;  // reached the end
           
           for (int i = 1; i <= 6 && pos + i <= N; i++) {
               int nextPos = pos + i;
               if (board[nextPos] != -1)  // check for ladder or snake
                   nextPos = board[nextPos];
               
               if (!visited[nextPos]) {
                   visited[nextPos] = 1;
                   q.push({nextPos, throws + 1});
               }
           }
       }
       return -1;  // if not reachable
   }
   ```

4. Time Complexity and Space Complexity:  
   The time complexity is O(N) and the space complexity is also O(N), where N is the number of squares on the board."
Graph,Find bridge in a graph,"1. Problem Summary: In graph theory, a bridge (or cut-edge) is an edge which, when removed, increases the number of connected components of the graph. The task is to find all such bridges in a given undirected graph.

2. Approach: The optimal algorithm to find bridges in an undirected graph is based on Depth-First Search (DFS). During the DFS traversal, we maintain arrays to store the discovery time and the lowest point reachable for each vertex. A bridge is found when an edge from a vertex `u` to `v` is such that no vertex `v` or below in the DFS tree can reach back to `u` or its ancestors. This condition is checked using `low[v] > disc[u]`, where `low[v]` is the lowest discovery time reachable from `v` and `disc[u]` is the discovery time of `u`. This method efficiently identifies bridges by leveraging the properties of DFS tree and back edges.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

void dfs(int u, vector<int> adj[], vector<bool> &visited, vector<int> &disc, vector<int> &low, int &time, vector<pair<int, int>> &bridges, int parent = -1) {
    visited[u] = true;
    disc[u] = low[u] = ++time;
    for (int v : adj[u]) {
        if (!visited[v]) {
            dfs(v, adj, visited, disc, low, time, bridges, u);
            low[u] = min(low[u], low[v]);
            if (low[v] > disc[u]) {
                bridges.push_back({u, v});
            }
        } else if (v != parent) {
            low[u] = min(low[u], disc[v]);
        }
    }
}

vector<pair<int, int>> findBridges(int n, vector<int> adj[]) {
    vector<bool> visited(n, false);
    vector<int> disc(n), low(n);
    vector<pair<int, int>> bridges;
    int time = 0;
    for (int i = 0; i < n; i++) {
        if (!visited[i]) {
            dfs(i, adj, visited, disc, low, time, bridges);
        }
    }
    return bridges;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V + E) and the space complexity is O(V), where V is the number of vertices and E is the number of edges in the graph. This accounts for the DFS traversal and storage of discovery times and low values."
Graph,Count Strongly connected Components(Kosaraju Algo),"1. Problem Summary: The task is to count the number of strongly connected components (SCCs) in a directed graph. An SCC is a subgraph in which every vertex is reachable from every other vertex in the same subgraph.

2. Approach: Kosaraju's algorithm is a two-pass method to find all SCCs. First, perform a Depth First Search (DFS) on the original graph to determine the finish times of each vertex. Use a stack to track the order of completion. Second, transpose the graph (reverse all edges) and perform DFS in the order of decreasing finish times using the stack. Each DFS from the stack that explores new nodes identifies a new SCC. This method efficiently captures all SCCs by leveraging the properties of node reachability and reversal of graph edges.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void dfs1(int u, vector<int> &visited, stack<int> &finishStack, vector<int> adj[]) {
    visited[u] = 1;
    for(int v : adj[u]) {
        if(!visited[v])
            dfs1(v, visited, finishStack, adj);
    }
    finishStack.push(u);
}

void dfs2(int u, vector<int> &visited, vector<int> transpose[]) {
    visited[u] = 1;
    for(int v : transpose[u]) {
        if(!visited[v])
            dfs2(v, visited, transpose);
    }
}

int countSCCs(int n, vector<int> adj[]) {
    vector<int> visited(n, 0);
    stack<int> finishStack;
    for(int i = 0; i < n; ++i) {
        if(!visited[i])
            dfs1(i, visited, finishStack, adj);
    }

    vector<int> transpose[n];
    for(int i = 0; i < n; ++i) {
        for(int j : adj[i]) {
            transpose[j].push_back(i);
        }
    }

    fill(visited.begin(), visited.end(), 0);
    int count = 0;
    while(!finishStack.empty()) {
        int u = finishStack.top();
        finishStack.pop();
        if(!visited[u]) {
            dfs2(u, visited, transpose);
            count++;
        }
    }
    return count;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V + E) and space complexity is O(V + E), where V is the number of vertices and E is the number of edges in the graph."
